y_preds,y_test
0.9855016,1
0.00011059451,0
0.99526864,0
3.238812e-06,0
0.99990964,1
0.9877679,1
2.4043384e-06,0
0.9992324,1
4.7476756e-06,0
0.034619667,0
0.014300688,1
0.99452317,1
1.8477457e-18,0
0.12719017,0
0.99999905,1
0.9998135,1
0.10145994,0
0.99921095,1
0.47644863,0
3.5029384e-06,0
0.9956792,1
0.98325044,1
0.9869667,0
0.98455334,1
0.0020796282,0
0.9998567,1
0.9996505,1
0.027823642,0
9.938787e-13,0
0.85866696,1
2.76043e-06,0
1.5841808e-05,0
0.22437729,0
1.9951557e-10,0
0.28888726,0
0.98871976,0
0.9995239,1
6.3452992e-21,0
0.80416137,1
0.9996189,1
0.9872745,0
0.015798442,0
0.018509291,0
0.056312013,0
4.350262e-06,0
0.9997693,1
0.9975472,0
0.91900665,0
5.428239e-07,0
0.94705737,0
1.7792477e-08,0
2.289268e-05,1
0.99861884,1
6.5251484e-06,0
0.9998965,0
0.0054649706,0
0.004962005,0
0.99813133,0
0.9701285,1
0.9999628,1
0.17898813,1
0.9930837,1
0.99966085,1
0.9954324,1
0.87799424,1
0.99994946,1
0.57855916,0
0.99056375,1
0.22177628,1
5.037119e-05,0
0.95136386,0
0.000330427,0
0.00045331553,1
0.83751225,1
0.0972251,1
0.99982136,1
0.71789247,0
5.8425827e-05,0
0.9875244,0
0.9990382,1
0.9999999,1
0.9969995,1
6.289801e-05,0
0.12846802,1
0.9999958,0
0.690239,1
0.0017764457,0
0.962744,1
0.0011282648,0
0.50863755,1
0.985377,0
1.3253514e-05,0
0.5380782,1
0.003619616,1
8.090527e-07,0
0.19987369,0
0.9998299,1
5.3682993e-07,0
0.17203647,1
0.00040437526,0
0.34596825,1
0.021323573,0
0.19555114,0
0.054713238,0
2.4405574e-06,0
4.2855672e-06,0
0.023372304,1
7.448303e-05,0
0.0025800304,0
1.1074807e-05,0
0.99745077,1
0.0063590826,0
0.0012626275,1
1.0272727e-18,0
0.29866186,0
0.9999043,1
1.0672721e-10,0
0.960774,1
1.20831955e-05,0
0.86717045,1
4.5461443e-06,0
0.95880854,0
0.95743763,1
3.1101322e-10,0
0.008512635,0
0.5567074,1
1.5636983e-08,0
0.14699638,0
0.4062857,0
2.010547e-10,0
0.99997723,1
0.9999982,1
0.999859,1
3.662922e-12,0
2.0327902e-06,0
0.8205583,1
0.5739674,1
0.9892902,0
0.64251715,1
2.1962917e-06,0
0.999967,1
0.9858444,0
0.0018189525,0
0.056435622,0
0.059741065,0
0.9372835,1
6.959772e-05,0
0.99999106,1
5.1619023e-05,0
0.9964581,1
0.98144954,1
0.04844056,1
0.52916676,1
