y_preds,y_test
0.3608256,1
0.115743965,0
0.29131812,0
0.1797501,0
0.25898054,1
0.5847268,1
0.22166803,0
0.52401185,1
0.12789077,0
0.25173166,0
0.47624332,1
0.4204376,1
0.007638913,0
0.29884866,0
0.64311403,1
0.49186766,1
0.05552759,0
0.50527996,1
0.6100583,0
0.1827548,0
0.58873975,1
0.5363966,1
0.3274535,0
0.18272334,1
0.2800834,0
0.3552278,1
0.8005559,1
0.32251415,0
0.13213155,0
0.27775517,1
0.23522238,0
0.095643565,0
0.47667703,0
0.011671851,0
0.28883326,0
0.04599784,0
0.090815604,1
0.005549346,0
0.52093625,1
0.3200877,1
0.049060065,0
0.12857604,0
0.27328318,0
0.3972747,0
0.009360669,0
0.64161307,1
0.37083414,0
0.4007363,0
0.10687524,0
0.1991111,0
0.16012734,0
0.21866922,1
0.56367123,1
0.15504715,0
0.32035524,0
0.41213897,0
0.10762789,0
0.38039204,0
0.36930937,1
0.6813324,1
0.16493852,1
0.60334015,1
0.20500845,1
0.4293837,1
0.29349974,1
0.36042997,1
0.60352945,0
0.31348455,1
0.3943323,1
0.3748618,0
0.30544892,0
0.40675187,0
0.3941034,1
0.21073529,1
0.37120914,1
0.5869349,1
0.49121785,0
0.06828517,0
0.24398199,0
0.38391644,1
0.5159451,1
0.3695019,1
0.34521997,0
0.2901199,1
0.4015461,0
0.14440838,1
0.28991744,0
0.46841908,1
0.32632878,0
0.35913467,1
0.1344386,0
0.081534006,0
0.42625585,1
0.46419588,1
0.24305199,0
0.3566657,0
0.19212027,1
0.08442789,0
0.5596278,1
0.22527383,0
0.37027904,1
0.35041416,0
0.29116678,0
0.27669013,0
0.015100855,0
0.11735349,0
0.40435764,1
0.014082675,0
0.15201747,0
0.20154504,0
0.52127767,1
0.4987436,0
0.3231539,1
0.013566494,0
0.2978486,0
0.5379643,1
0.059494037,0
0.6661919,1
0.09807251,0
0.6063007,1
0.3571156,0
0.65219957,0
0.21553981,1
0.065316774,0
0.52562326,0
0.43917143,1
0.09814322,0
0.26998383,0
0.21340458,0
0.039235096,0
0.70210326,1
0.4661698,1
0.2992655,1
0.061114732,0
0.056731258,0
0.34985018,1
0.55828565,1
0.17136498,0
0.32555375,1
0.23367508,0
0.28522322,1
0.47177613,0
0.30830094,0
0.116757035,0
0.3298586,0
0.35517672,1
0.33080524,0
0.3531174,1
0.06717713,0
0.4718997,1
0.46474427,1
0.36215767,1
0.5270984,1
0.55457443,1
0.02853588,0
0.7909858,1
0.26229593,1
0.4078392,0
0.3562113,0
0.5836492,1
0.12030191,0
0.087036416,0
0.14070936,0
0.27686074,1
0.5983163,1
0.1256324,1
0.49606106,1
0.41866592,0
0.6199418,1
0.33636835,1
0.25239772,0
0.5353595,0
0.47970757,1
0.34221244,1
0.5773236,0
0.3887133,1
0.0136066275,0
0.47098687,1
0.29470766,1
0.1295833,1
0.36465195,0
0.34252644,0
0.035345923,0
0.24107021,1
0.28466433,0
0.37823573,1
0.49656937,0
0.10504451,0
0.20804481,1
0.18271205,0
0.004645269,0
0.113932334,0
0.42991892,0
0.23301598,0
0.2633049,1
0.31875217,0
0.320034,1
0.48909834,1
0.66712886,1
0.1664241,0
0.4852943,1
0.30326062,1
0.1662183,1
0.4330553,0
0.2310821,1
0.541146,1
0.27345756,0
0.06418641,0
0.66350275,1
0.34095818,0
0.0861652,0
0.2805781,1
0.20749535,1
0.32577187,0
0.5337219,1
0.50294363,1
0.10565024,0
0.103457816,0
0.16309652,0
0.38978672,0
0.057461277,0
0.37012,1
0.31031317,1
0.5345396,0
0.0049945386,0
0.07379296,0
0.19425522,0
0.35024127,0
0.33762783,1
0.115685716,0
0.56355995,0
0.38781866,1
0.3341493,0
0.17095305,0
0.4278763,0
0.42628846,1
0.23519242,1
0.63703567,0
0.39084485,1
0.4135187,1
0.13757865,0
0.30340177,0
0.31712234,1
0.7123542,1
0.20149447,1
0.6254429,1
0.35984263,1
0.038717575,0
0.07814446,0
0.45743182,1
0.34386042,0
0.35254198,0
0.23634891,0
0.34049484,0
0.071935646,0
0.015819104,0
0.39426005,1
0.42803144,1
0.27881104,0
0.011960648,0
0.6743138,1
0.5616502,1
0.25857782,1
0.49619815,0
0.21819098,0
0.19993086,0
0.6984747,1
0.29325354,1
0.5145269,1
0.2958727,0
0.43408322,1
0.38752297,0
0.12891285,0
0.4566998,1
0.23544712,0
0.07844185,0
0.31532902,0
0.29770103,0
0.044589594,0
0.32386115,0
0.4916738,1
0.7636694,1
0.2520102,1
0.34688032,1
0.055610664,0
0.030746019,0
0.42979226,1
0.48892,1
0.3204671,1
0.3412545,1
0.4617393,0
0.704351,1
0.11525317,0
0.23091243,0
0.124266334,0
0.041373115,0
0.116822,0
0.5454639,0
0.2013969,1
0.40095472,0
0.2584024,0
0.4424309,0
0.006064445,0
0.45292854,1
0.49774364,1
0.04460533,0
0.1410453,0
0.15950756,0
0.34328887,1
0.22112316,1
0.83902687,1
0.49466953,0
0.5027941,1
0.45861542,0
0.47365028,0
0.65026104,1
0.052954324,0
0.40517583,1
0.25551984,1
0.2105606,1
0.45504138,1
0.08097531,0
0.61689156,1
0.5091864,1
0.66846853,0
0.13248894,0
0.10963207,0
0.3170508,1
0.29291847,1
0.37207207,1
0.13484667,0
0.082630284,0
0.3183514,1
0.10900653,0
0.2684968,1
0.49847782,1
0.33960876,0
0.3912085,1
0.3147095,1
0.41890317,1
0.19991486,1
0.3804211,1
0.257246,1
0.13442041,0
0.75956196,1
0.22099459,0
0.6834941,0
0.3989056,0
0.070358634,0
0.24205275,0
0.15166886,0
0.15213688,0
0.37217095,0
0.09731884,0
0.009752507,0
0.077017374,0
0.021726158,0
0.085954495,0
0.123801276,0
0.3341553,1
0.2644797,1
0.326703,0
0.3612855,0
0.7312688,0
0.43371642,1
0.11891414,1
0.32035533,1
0.3703833,1
0.37301323,0
0.031970955,0
0.448857,1
0.12506711,0
0.16349234,0
0.26749513,0
0.20024799,0
0.09607518,0
0.3555133,0
0.10876738,0
0.26710263,1
0.34010524,0
0.42893323,0
0.0694632,1
0.0976041,0
0.45184076,1
0.42222476,1
0.4543448,1
0.14418787,0
0.47904053,1
0.39474547,0
0.09337786,0
0.3568902,1
0.75031954,1
0.45116267,1
0.14785482,0
0.47443265,1
0.04662218,0
0.59314907,1
0.04006432,0
0.009099188,0
0.08112252,0
0.44992825,1
0.27118245,1
0.29041392,0
0.23599243,1
0.5063497,0
0.2927631,0
0.08066747,0
0.04139605,0
0.45086348,1
0.0039127306,0
0.56964946,1
0.20702274,0
0.15287542,1
0.5494534,1
0.002521501,0
0.33025774,0
0.53310925,1
0.21560428,0
0.15721068,0
0.37359592,1
0.44988298,0
0.33640242,0
0.18823431,1
0.27355468,0
0.23389013,0
0.07586008,0
0.06812731,0
0.45316154,1
0.41347113,1
0.5887942,0
0.0738804,0
0.36764288,0
0.5645607,1
0.47947693,0
0.37605262,1
0.34877676,0
0.05500821,0
0.60491,1
0.042352926,1
0.4850807,0
0.42426178,0
0.25582764,1
0.21170549,1
0.01601267,0
0.43058097,1
0.59806347,1
0.062665574,0
0.5670953,1
0.41586486,1
0.28131825,0
0.11642446,0
0.06620452,0
0.052938417,0
0.17209168,0
0.47052372,1
0.34757423,1
0.20243284,0
0.45567626,1
0.43557906,1
0.02454248,0
0.48607975,1
0.3901546,0
0.21998715,0
0.19324122,0
0.28808987,0
0.09052224,0
0.30118883,1
0.42405257,1
0.19373088,1
0.37936834,1
0.16629566,0
0.35571763,0
0.012807925,0
0.2957617,0
0.27940527,0
0.48156214,1
0.07888738,0
0.47796533,1
0.004998529,0
0.56728137,1
0.060289107,0
0.37652656,1
0.49074835,0
0.5055063,0
0.2819101,0
0.32151756,1
0.13835882,0
0.38226032,1
0.09498345,0
0.25024605,0
0.6941917,1
0.3452826,0
0.22985263,1
0.24118358,1
0.084695175,0
0.043694805,0
0.08488877,0
0.35199702,1
0.5517417,1
0.18427777,0
0.055499222,0
0.07453051,0
0.029082324,0
0.1530727,0
0.48953402,1
0.4246995,0
0.07757588,0
0.5379985,1
0.3948317,1
0.17905079,1
0.405435,1
0.34892023,0
0.15787642,0
0.18503669,0
0.20001984,1
0.43033347,1
0.41141796,0
0.35582256,1
0.30628556,0
