y_test,y_preds
-0.3876889449032639,0.35223347
-0.7784241996191202,0.2997173
-0.6204673945212209,-0.62918013
-0.1798510434586595,-0.45268553
-0.6537214587523577,-0.96337503
0.2607653076039019,-0.016560882
0.0446138901015134,0.513541
-0.1549104952853069,0.1610393
0.0113598258703767,0.3559239
-1.2107270346238974,-1.169461
-2.565830152042718,-2.468682
0.1277490506793549,0.25539166
0.967414172515557,0.43091446
-0.9862621010637246,-1.5594019
0.4769167251062903,0.29912144
-0.3211808164409904,-0.29708034
-1.0693972616415663,0.05696833
-0.5872133302900842,-0.38581407
1.856960390698464,1.1637495
0.8842790119377151,0.8780532
1.2251331703068664,0.96134615
0.169316630968276,0.1133883
0.0113598258703767,0.6649708
0.7678897871287366,0.6335577
-0.9197539726014512,-0.30215544
-0.9862621010637246,-0.99296004
-0.2297321398053646,0.8221859
-0.7784241996191202,-0.68143004
-1.7012244820331637,-1.0792018
0.5683654017419165,0.60344994
-0.7368566193301993,-0.39977366
0.4769167251062903,0.6405881
0.0030463098125923,0.3061183
-0.8199917799080412,-0.439183
-0.5207052018278107,-0.4698371
-0.7617971675035519,-0.7580392
-0.4292565251921848,0.28059182
0.0778679543326498,-0.27881533
0.5933059499152689,0.44531715
0.3023328878928226,0.5672297
0.0695544382748658,0.3497154
0.3688410163550961,-0.097525164
-0.8199917799080412,-1.1527739
-0.1881645595164437,-0.23349151
1.0089817528044778,1.2492801
-0.5788998142323,-0.22189201
-0.4625105894233215,-0.7508463
0.7845168192443049,0.81339014
-1.850867771073279,-1.8182015
0.7595762710709525,0.5771523
0.17763014702606,0.66292655
-1.8093001907843584,-0.8528416
0.501857273279643,0.34317207
-0.6121538784634367,0.14779615
0.2773923397194702,0.30504024
0.0446138901015134,0.0024906993
-0.1964780755742279,-0.028096557
1.4163440396359024,1.446562
1.6491224892538592,1.5583464
1.4246575556936865,1.2851522
0.9258465922266358,0.76525503
0.3771545324128804,0.7554885
-0.9862621010637246,0.03571169
0.1610031149104916,0.42576492
-1.2024135185661131,-1.2444701
-0.0052672062451916,0.24904472
0.2690788236616858,0.21642262
1.674063037427212,1.2444551
-0.2214186237475804,0.047412783
1.075489881266751,0.58415264
-1.2689216470283864,-1.3909938
-1.194100002508329,0.46802932
0.8427114316487944,0.83626187
0.7845168192443049,0.24316743
-0.3710619127876955,-0.48381263
-1.5432676769352645,-1.0321434
0.5933059499152689,0.56058717
0.8676519798221467,1.0363264
