y_test,y_preds
1.597734798549409,1.52832
-0.4283666920927197,-0.90087885
0.8746844591418202,0.9383939
-2.009714196984137,-1.2066077
1.7615915301417766,1.5642015
0.0189881941594576,0.35508406
-0.1604739404417064,0.10747772
1.811008639669633,1.5475613
0.0033827911506607,0.15255687
0.7550430360743775,1.0516819
0.0397953981711868,-0.09668615
-0.2020883484651648,-1.2480873
-0.3867522840692614,-0.34162948
0.6926214240391898,0.34248447
0.2270602342767494,0.0358328
-0.9953630014123396,-0.37598956
0.0944143087019759,0.5992388
-3.624873408394614,-3.264333
-0.555810816664561,-0.60548735
-0.7768873592891835,-0.72785723
-0.2541063584944878,0.15029547
-0.7742864587877174,-1.5813614
1.163384414804563,1.1850326
-0.6026270256909516,-0.6698275
0.4793475829189657,0.5179873
-1.5103413007026372,-0.72967654
1.6445510075758,1.5757893
0.8408727526227603,0.82522255
1.4884969774878307,1.3235323
0.5235628914438902,0.5266889
-0.0564379203830604,0.10697826
0.7732493395846405,0.73982644
0.3024863488192676,0.07201374
0.4013205678749814,0.45549083
0.0007818906491946,0.056297995
0.5157601899394918,0.11754572
0.7810520410890388,0.10765315
0.7966574440978358,0.9525373
-0.2697117615032846,0.16366595
-0.7326720507642587,-0.6285761
-0.241101855987157,0.048459426
-0.2541063584944878,-0.40109372
1.7251789231212509,1.4097682
-0.1084559304123834,0.28444803
0.9293033696726092,0.93905044
1.1243709072825705,1.1849684
0.7550430360743775,0.8697942
-1.0057666034182045,-0.6261664
-0.3685459805589981,-0.075581625
-0.7326720507642589,-0.62276036
0.1360287167254343,0.27792716
-0.1682766419461048,-0.21754944
-1.536350305717299,-1.4506606
0.1802440252503588,0.11652728
0.7888547425934374,0.65787864
0.6301998120040023,-0.23912895
1.0593483947459166,1.1080602
0.2764773438046062,0.05796071
0.344100756842726,0.3665909
0.6926214240391898,0.72508186
0.2660737417987417,0.35639742
0.783652941590505,0.95116174
-1.0317756084328658,-0.96989053
-1.5207449027085018,-1.2719063
0.8070610461037004,0.25696215
-0.5454072146586963,-0.61114067
1.3298420468983958,1.0795063
-0.6754522397320037,-0.6178234
0.4637421799101688,0.29141268
1.8006050376637688,1.5858222
-0.6754522397320037,-0.70610684
0.0423962986726529,-0.17237973
-0.3581423785531335,0.26925313
1.207599723329487,1.1629306
1.0047294842151275,1.0607618
0.4351322743940412,0.4306684
-0.3217297715326076,-0.43758014
0.8642808571359556,1.2241497
0.9813213797019325,1.1603229
0.7810520410890388,0.8195668
0.237463836282614,-0.43372944
1.0151330862209922,1.0424405
-0.3659450800575321,-0.6036011
0.9631150761916693,1.068247
-0.3919540850721935,-0.18297458
-0.4387702940985843,-0.20879555
-1.5129422012041032,-1.248785
-0.030428915368399,-0.09624594
-0.4387702940985843,-0.1252126
-0.3035234680223445,-0.33631617
-0.540205413655764,-0.81281275
-0.2931198660164799,0.15279308
0.7264331305582497,0.63051355
0.8850880611476848,0.9612046
-0.857515274834634,-0.6882572
-1.611776420259817,-1.0722492
0.7420385335670466,0.7065305
-1.3074710615882776,-1.4375947
-1.5701620122363589,-0.23347959
0.7706484390831744,1.0187315
-5.635369496027947,-5.1393976
0.3545043588485906,0.36397696
-0.5740171201748239,-0.5106114
0.9032943646579478,1.004436
0.3414998563412598,0.50819635
0.6171953094966715,0.77835274
-0.4491738961044488,-0.2357328
0.939706971678474,1.0447825
1.348048350408659,1.2685066
0.8850880611476848,1.0489465
-0.2385009554856908,-0.03227944
-0.6052279261924176,-0.77013963
0.2868809458104708,0.38028547
0.1438314182298327,0.21047202
0.9605141756902033,1.0241464
0.7030250260450543,0.8953783
0.0501990001770514,0.29273105
-0.6052279261924176,-0.71093744
-0.4361693935971182,-0.4182456
0.8356709516198281,1.0912161
1.0775546982561797,1.1489283
-0.6962594437437329,-0.6780321
-0.2645099605003524,-0.24396437
1.3298420468983958,1.398573
1.4312771664555757,1.4820843
-0.9927621009108736,-0.77954143
-0.1110568309138497,0.023743294
-1.1592197330047074,-0.84139913
0.0423962986726529,-0.31511605
